,id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
1291,Game11-austria-germany-127,645,Though if you told  the Italians that you were moving on Bulgaria they might be understandably miffed to have missed that opportunity.,germany-Game11,Game11-austria-germany-126,Game11-austria-germany,austria-Game11,645,127,1902,5,1,0
1175,Game12-turkey-france-114,923,I can see another way in which I can not got steamrolled. You need to step up and put some pressure on Russia,france-Game12,Game12-turkey-france-113,Game12-turkey-france,turkey-Game12,923,114,1907,8,-4,1
1114,Game4-austria-italy-16,1099,"Thanks, much appreciated - Hoping to work together more going forward!",italy-Game4,Game4-austria-italy-15,Game4-austria-italy,austria-Game4,1099,16,1904,4,-1,0
188,Game12-turkey-russia-196,578,That makes a world of sense to me. Thank you so much!,russia-Game12,Game12-turkey-russia-195,Game12-turkey-russia,turkey-Game12,578,196,1904,8,-1,0
443,Game1-italy-france-68,1004,"I am going to support an attack into Mar or Spa (I will not move to both), but if you move to NAO and keep Germany out of Burgundy, I will absolutely come out guns blazing against England next year, and maybe Germany too.",italy-Game1,Game1-italy-france-67,Game1-italy-france,france-Game1,1004,68,1904,6,0,1
1258,Game10-turkey-austria-10,272,"Well, I guess my move didn't upload for some reason, but I see it doesn't particularly matter since you betrayed me.",turkey-Game10,Game10-turkey-austria-9,Game10-turkey-austria,austria-Game10,272,10,1901,4,-1,1
729,Game4-italy-russia-1,94,So ig I'm just suggesting that we stay friends until mid game where we contact one another and could have a very powerful alliance.,russia-Game4,Game4-italy-russia-0,Game4-italy-russia,italy-Game4,94,1,1901,4,1,0
1189,Game4-austria-france-12,331,"I was planning to work with Germany, but it seems like they plan to attack me now that I took Munich.",france-Game4,Game4-austria-france-11,Game4-austria-france,austria-Game4,331,12,1901,6,2,1
243,Game1-italy-germany-105,1246,"Hmmmm, I’m just not sure you should trust England enough right now to leave Holland open and Belgium essentially unguarded. 

France is a really good player, and he is no doubt working hard to get England to turn on you. My personal take is that you are better off being a bit more conservative until you have Denmark back and England has moved another fleet towards France. But I can see it either way.",italy-Game1,Game1-italy-germany-104,Game1-italy-germany,germany-Game1,1246,105,1905,7,2,0
880,Game1-austria-france-4,72,"Well I haven't heard *too* much from Italy yet, but once I find out more about his current intentions I will certainly let you know.",austria-Game1,Game1-austria-france-3,Game1-austria-france,france-Game1,72,4,1901,3,0,1
493,Game1-italy-germany-309,2511,"(Part 2)
At this stage, my excitement about the game has diminished quite a bit. And of course I’m happy to play on and take my lumps for falling for “Hey, I really want you to solo, just help me place second,” but if you guys just want to call it a five-way draw among us and grab a beer together, while reviewing the statistics, that’s really my preference. 

I am outnumbered and I obviously can’t solo. And I’m sure some of you in the north are eager to send everyone else flying my way, but I expect Russia and England to be careful, and so I’m not sure there is much room to move forward without simply tipping the board to Germany’s favor. 

I propose that we draw and hug it out.🤗",italy-Game1,Game1-italy-germany-308,Game1-italy-germany,germany-Game1,2511,309,1908,13,6,1
349,Game5-turkey-italy-16,199,"If you're okay with that, I can move A Bul - Gre with your support and withdraw from Bul for a second.",turkey-Game5,Game5-turkey-italy-15,Game5-turkey-italy,italy-Game5,199,16,1902,4,1,0
485,Game4-france-russia-16,313,I was actually allies with them both and was going to stab Austria but ig not,russia-Game4,Game4-france-russia-15,Game4-france-russia,france-Game4,313,16,1901,5,-1,1
1227,Game4-england-germany-53,270,Right makes sense,germany-Game4,Game4-england-germany-52,Game4-england-germany,england-Game4,270,53,1901,5,1,0
565,Game1-england-germany-374,1922,And no worries,england-Game1,Game1-england-germany-373,Game1-england-germany,germany-Game1,1922,374,1907,5,-2,0
53,Game4-england-germany-22,138,Russia admitted to me that he's in an alliance with france,germany-Game4,Game4-england-germany-21,Game4-england-germany,england-Game4,138,22,1901,3,0,0
1412,Game11-italy-france-30,1087,"If we demilitarize and I can focus on recapturing Greece, that would help me a lot",italy-Game11,Game11-italy-france-29,Game11-italy-france,france-Game11,1087,30,1905,3,-5,1
717,Game5-austria-russia-17,235,No problem at all.,russia-Game5,Game5-austria-russia-16,Game5-austria-russia,austria-Game5,235,17,1902,6,2,0
1076,Game10-austria-russia-99,634,"Well if I'm leaving Aeg, you'll have no worries about Smy, but I'm looking at Bul and Ser.  Hey maybe if you're not doing anything with Bla this season, we could do Gre-Bul, Bla-Bul(ec), and we'd bounce.  My dot would be safe, and we'd keep the good position we're in, and I wouldn't be any closer to Rum, so you'd still be safe in leaving it for Gal.",austria-Game10,Game10-austria-russia-98,Game10-austria-russia,russia-Game10,634,99,1904,7,0,0
386,Game3-england-germany-271,1274,Good,england-Game3,Game3-england-germany-270,Game3-england-germany,germany-Game3,1274,271,1905,6,-1,0
963,Game2-turkey-germany-270,3212,Can  you support me into Serb,germany-Game2,Game2-turkey-germany-269,Game2-turkey-germany,turkey-Game2,3212,270,1909,12,6,0
95,Game11-turkey-russia-7,151,"I'd prefer to make a go at Austria first, then I'll crank out fleets and deal with Italy.",turkey-Game11,Game11-turkey-russia-6,Game11-turkey-russia,russia-Game11,151,7,1901,3,-1,0
1301,Game4-england-russia-117,1529,Hello comrade sorry about the delay class has been hectic. I'm down to go out in a blaze of glory I'll help you out,england-Game4,Game4-england-russia-116,Game4-england-russia,russia-Game4,1529,117,1907,3,-4,1
407,Game2-austria-italy-246,810,I trust you,italy-Game2,Game2-austria-italy-245,Game2-austria-italy,austria-Game2,810,246,1902,4,-1,0
1255,Game7-germany-russia-76,771,Sure,russia-Game7,Game7-germany-russia-75,Game7-germany-russia,germany-Game7,771,76,1903,6,2,0
823,Game7-italy-russia-15,256,Well I thought the move would fail.,italy-Game7,Game7-italy-russia-14,Game7-italy-russia,russia-Game7,256,15,1901,3,-1,1
804,Game1-austria-italy-129,2068,"Hey — man, Russia keeps guessing correctly. I am sincerely sorry that that move did not work. 

Thoughts on what to do this turn? I wish England or Germany would pick off a Russia. Center in the north, but they seem content to let Russia put up his road block.",italy-Game1,Game1-austria-italy-128,Game1-austria-italy,austria-Game1,2068,129,1907,10,4,1
1220,Game1-italy-germany-151,1569,I'm not sure. Is *England* on board? Is this something England can know about?,germany-Game1,Game1-italy-germany-150,Game1-italy-germany,italy-Game1,1569,151,1906,5,-3,0
213,Game7-england-germany-22,323,Yeah I am trying to find out for you (discretely) if he will be hitting Munich. Are you actually planning on bouncing Swe? I think it’s a fun move. How do you want to handle the French threat? I might be able to bounce him  in Bel or even take it if he goes Mun like I would expect,england-Game7,Game7-england-germany-21,Game7-england-germany,germany-Game7,323,22,1901,3,0,1
242,Game3-turkey-england-19,308,why's that?,turkey-Game3,Game3-turkey-england-18,Game3-turkey-england,england-Game3,308,19,1901,3,0,0
308,Game9-france-russia-121,812,"That would bounce in Netherlands if they decided to use the North sea to move, but I'm assuming that you would be convincing them to do the opposite?",russia-Game9,Game9-france-russia-120,Game9-france-russia,france-Game9,812,121,1902,6,1,1
1445,Game2-turkey-italy-3,107,I'm kind of afraid of Austria and Russia teaming together on me,turkey-Game2,Game2-turkey-italy-2,Game2-turkey-italy,italy-Game2,107,3,1901,3,0,0
254,Game4-italy-france-62,1218,I totally understand if you do- but I hope you don't bounce me out of the Tyrhenian Sea again so that I can counter Turkey,france-Game4,Game4-italy-france-61,Game4-italy-france,italy-Game4,1218,62,1905,9,7,1
1418,Game3-austria-germany-68,1213,"Basically it seems like England is waiting for you and Italy to put a decent dent into Turkey before making any huge moves east, so you/we have time to nibble out turkey and build up in the meantime",germany-Game3,Game3-austria-germany-67,Game3-austria-germany,austria-Game3,1213,68,1905,7,2,0
264,Game4-germany-france-31,398,I think we could work together but I definitely need you out of Munich and back to burgundy and then out of burgundy from there,germany-Game4,Game4-germany-france-30,Game4-germany-france,france-Game4,398,31,1902,5,-1,1
857,Game9-germany-russia-195,1603,"Move into Brest with the fleet in Picardie, and set yourself to three-way draw and we'll have it.",russia-Game9,Game9-germany-russia-194,Game9-germany-russia,germany-Game9,1603,195,1907,11,4,0
98,Game10-england-germany-39,298,I’ve been talking to some people about Russia and since I bounced them in Sweden and they don’t believe my excuse I think I need to build a fleet to take to Bal.,germany-Game10,Game10-england-germany-38,Game10-england-germany,england-Game10,298,39,1901,5,0,1
830,Game1-italy-russia-74,1943,"I think Austria is likely to try to retake some of his centers this year, so you may have some openings regardless.",italy-Game1,Game1-italy-russia-73,Game1-italy-russia,russia-Game1,1943,74,1907,10,5,1
42,Game6-turkey-germany-21,324,"Ugh, you would hit that right as I was crashing. Let me wake up and check map.",turkey-Game6,Game6-turkey-germany-20,Game6-turkey-germany,germany-Game6,324,21,1903,6,1,1
917,Game4-italy-france-52,1070,"Not sure what your plan is, but I might be able to support you to Munich.",france-Game4,Game4-italy-france-51,Game4-italy-france,italy-Game4,1070,52,1904,6,2,1
60,Game1-italy-germany-205,1777,"Good!

Still, I think we should show him some good faith by supporting him to Brest in Spring. We can decide in Fall whether it makes more sense for you to take it, but I think we want to keep France hungry.",italy-Game1,Game1-italy-germany-204,Game1-italy-germany,germany-Game1,1777,205,1907,10,3,1
831,Game2-italy-germany-58,512,Feel bad Russia got wrecked,germany-Game2,Game2-italy-germany-57,Game2-italy-germany,italy-Game2,512,58,1901,5,1,1
1000,Game1-italy-france-37,734,"Basically, I am getting a bit of an ultimatum from my friends in the east, and I would like to arrange for a feint in your direction this turn, to set up an attack on Austria, but I want to share it with you first.",italy-Game1,Game1-italy-france-36,Game1-italy-france,france-Game1,734,37,1903,5,-1,1
1392,Game2-austria-italy-72,249,I think we're good.  Thanks for confirming,austria-Game2,Game2-austria-italy-71,Game2-austria-italy,italy-Game2,249,72,1901,3,0,1
398,Game1-italy-france-141,1909,"I’m going to go ahead and plug in that support. Though, possible that England might cut it.",italy-Game1,Game1-italy-france-140,Game1-italy-france,france-Game1,1909,141,1907,10,9,1
467,Game10-italy-russia-9,365,Ha yeah no kidding. Group chats would make this game very interesting,russia-Game10,Game10-italy-russia-8,Game10-italy-russia,italy-Game10,365,9,1902,5,1,0
227,Game4-france-russia-109,799,silesia could also go to Galicia,france-Game4,Game4-france-russia-108,Game4-france-russia,russia-Game4,799,109,1903,5,0,0
874,Game3-england-italy-3,15,As for me you know just trying to eradicate Catholicism from the world,england-Game3,Game3-england-italy-2,Game3-england-italy,italy-Game3,15,3,1901,3,0,1
1038,Game12-england-russia-18,456,That might be cleaner if that’s cool with you,russia-Game12,Game12-england-russia-17,Game12-england-russia,england-Game12,456,18,1903,5,0,0
1316,Game2-england-russia-0,13,Hello Russia. Have you worked out what you’re doing with turkey and Austria yet? I’m thinking of going anti Germany but want to see how we align in the north first.,england-Game2,,Game2-england-russia,russia-Game2,13,0,1901,3,-1,1
78,Game2-italy-germany-335,2640,Rn- promise I won’t move into tyrolia,italy-Game2,Game2-italy-germany-334,Game2-italy-germany,germany-Game2,2640,335,1905,6,-3,0
1029,Game2-austria-italy-117,381,shoot,austria-Game2,Game2-austria-italy-116,Game2-austria-italy,italy-Game2,381,117,1901,3,0,0
1508,Game5-turkey-russia-24,312,Just FYI I'm still taking Bla because I haven't completely forgotten the past few years.,turkey-Game5,Game5-turkey-russia-23,Game5-turkey-russia,russia-Game5,312,24,1904,4,-2,0
763,Game2-england-austria-47,1986,"I want to see you succeed here, good play should be rewarded",austria-Game2,Game2-england-austria-46,Game2-england-austria,england-Game2,1986,47,1904,7,1,1
212,Game4-france-russia-107,796,"I don't think a supported move on Munich will work right now, but that's what I'd lean towards unless you want to do a tactical pull back with Moscow-Livonia Ukraine-Moscow and silesia-Warsaw",france-Game4,Game4-france-russia-106,Game4-france-russia,russia-Game4,796,107,1903,5,0,0
1097,Game1-england-italy-296,1833,"I would not be opposed to a retreat to Hel, but  it depends a lot on what the board looks like. I’m not crazy about Germany taking Norway. We want her taking units off the board.",italy-Game1,Game1-england-italy-295,Game1-england-italy,england-Game1,1833,296,1907,10,5,1
1373,Game1-england-italy-50,578,"Funny enough, he tells me it’s anti-English.",italy-Game1,Game1-england-italy-49,Game1-england-italy,england-Game1,578,50,1903,5,0,1
416,Game1-england-france-130,685,You want to leave the channel? I can leave you alone so that you can do that.,france-Game1,Game1-england-france-129,Game1-england-france,england-Game1,685,130,1903,6,1,1
705,Game9-england-russia-42,1067,I'd prefer we exchange those at a later date though.,russia-Game9,Game9-england-russia-41,Game9-england-russia,england-Game9,1067,42,1902,6,1,1
1268,Game8-austria-france-55,691,Thanks!,austria-Game8,Game8-austria-france-54,Game8-austria-france,france-Game8,691,55,1905,2,-8,0
862,Game12-france-russia-196,1108,True,russia-Game12,Game12-france-russia-195,Game12-france-russia,france-Game12,1108,196,1908,10,4,0
1221,Game2-turkey-italy-33,535,"Don’t want to promise anything rn- too early for that, talk to me after builds- but Austria is gonna have to build something in Trieste, so I officially have bigger fish to fry",italy-Game2,Game2-turkey-italy-32,Game2-turkey-italy,turkey-Game2,535,33,1901,4,-1,1
311,Game9-england-france-39,479,yea,england-Game9,Game9-england-france-38,Game9-england-france,france-Game9,479,39,1901,5,0,0
1,Game4-turkey-russia-72,990,"If what you say about you and Austria not having an alliance anymore is true, then it looks like you don't have any friends at all close to you. And I know you're feeling very strong right now, but you will lose all of that if you don't have a powerful alliance. We are both strong countries, and a war would basically mean both of us getting put out of the game",russia-Game4,Game4-turkey-russia-71,Game4-turkey-russia,turkey-Game4,990,72,1904,6,0,1
89,Game12-turkey-russia-53,63,"Right, ok, so this is interesting.  You can agree, and then go there anyways, and you just walk in.  Then you're in the weird position where it *looks* like you just successfully sneak-attacked both of us.  You'll get some fun messages from people all over the board! 🙂  But the position will be really good for us.",turkey-Game12,Game12-turkey-russia-52,Game12-turkey-russia,russia-Game12,63,53,1901,3,-1,0
1459,Game7-austria-italy-2,18,You read my mind.,austria-Game7,Game7-austria-italy-1,Game7-austria-italy,italy-Game7,18,2,1901,3,0,0
1319,Game1-italy-france-102,1336,And you won't take any of my other centers until we wipe out England?At the moment I'm defending both.,france-Game1,Game1-italy-france-101,Game1-italy-france,italy-Game1,1336,102,1905,5,-2,1
295,Game5-turkey-england-26,221,"Tbh, I'm not sure Austria should allow Russia to gain more ground.",turkey-Game5,Game5-turkey-england-25,Game5-turkey-england,england-Game5,221,26,1902,4,-1,1
116,Game1-england-italy-265,1793,"Well, that’s fine with me. I like Russia. But here is the downside for you: if Russia grows, the north won’t be undefended any more, and you will have less room to grow. So, think long term, and think about where your dots are going to come from. I mean it sincerely when I say that I’ll join up with either one provided you feel good about it, but I actually think it might be better for you if I give back Austria a couple of centers and position you to grab Swe and STP once Germany is on her heels.",italy-Game1,Game1-england-italy-264,Game1-england-italy,england-Game1,1793,265,1907,10,5,1
1078,Game1-italy-germany-264,2127,"Or wait, MAO supports Brest to Channel, and Gas supports Paris - Brest, right?",italy-Game1,Game1-italy-germany-263,Game1-italy-germany,germany-Game1,2127,264,1907,10,3,1
905,Game11-germany-france-114,1111,great,france-Game11,Game11-germany-france-113,Game11-germany-france,germany-Game11,1111,114,1905,8,-1,0
70,Game1-italy-russia-78,2072,"I am picking up some gains out west, so I risk a severe backlash if I gain anything in the east.  I’d love to see you pick up two here and take a bit of the pressure off me.",italy-Game1,Game1-italy-russia-77,Game1-italy-russia,russia-Game1,2072,78,1907,10,5,1
1396,Game1-england-germany-264,1461,"Oh italy said ""I don't trust France"" and that was the end of it. So no, there didn't end up being a discussion except me telling France that you're gunning for Brest (which was obvious anyway), and that Italy's shooting for Mao this turn (which may or may not be true--but by this time you and I were strategizing and I wanted to keep France out of our way). 
If france *is* planning to stab you, they're intentionally throwing me off the scent. Which would be surprising but not unheard of. So no, I'm not planning to help in a stab I know nothing about.",germany-Game1,Game1-england-germany-263,Game1-england-germany,england-Game1,1461,264,1906,5,0,1
1024,Game8-italy-france-15,398,I decided on a different sequence of moves out of fear you’d reneg and try to stop me,france-Game8,Game8-italy-france-14,Game8-italy-france,italy-Game8,398,15,1903,6,2,1
491,Game2-turkey-austria-60,1814,Italy is such a pain in my ass,austria-Game2,Game2-turkey-austria-59,Game2-turkey-austria,turkey-Game2,1814,60,1903,6,1,1
1389,Game1-england-italy-287,1824,"I trust you at this point, but I don’t think that confronting her is the best move here.",italy-Game1,Game1-england-italy-286,Game1-england-italy,england-Game1,1824,287,1907,10,5,1
995,Game3-england-germany-389,1770,Thank you much my dear!!,england-Game3,Game3-england-germany-388,Game3-england-germany,germany-Game3,1770,389,1907,7,0,0
205,Game1-italy-france-16,227,"I am only using my downward thumb for Germany so far. He keeps telling me transparent lies about you. Lol. 

Let’s please never fight. The bad guys are going to try to make us fight. Let’s just not.",italy-Game1,Game1-italy-france-15,Game1-italy-france,france-Game1,227,16,1901,3,0,1
469,Game2-austria-germany-103,716,Sure thing.  I'm working magic around the board.  Russia is moving south against T and France should be going with you,austria-Game2,Game2-austria-germany-102,Game2-austria-germany,germany-Game2,716,103,1901,5,0,0
131,Game1-england-italy-161,1327,"You might say something like this to Russia:

I was chatting with Italy about Tyrolia, and he told me that he promised to use Tyrolia to help Austria. My best guess is that Tyrolia and Galicia will bounce in Vienna. If you just use Bohemia to support Tyrolia in, then Austria doesn’t get a build and you likely break up Italy and Austria.",italy-Game1,Game1-england-italy-160,Game1-england-italy,england-Game1,1327,161,1905,7,2,0
192,Game7-turkey-france-11,924,"Not really, i really didnt expect russian move into ankara, and i am pretty much surrounded now",turkey-Game7,Game7-turkey-france-10,Game7-turkey-france,france-Game7,924,11,1908,4,-6,0
169,Game5-england-russia-4,36,That sounds good to me,england-Game5,Game5-england-russia-3,Game5-england-russia,russia-Game5,36,4,1901,3,-1,1
605,Game7-turkey-germany-4,240,"Russia promised me he would help support me into North Sea from Norway, implying he would move north. That obviously didn't happen.",germany-Game7,Game7-turkey-germany-3,Game7-turkey-germany,turkey-Game7,240,4,1901,3,0,0
735,Game10-italy-germany-8,101,"That's fair, good to be cautious",italy-Game10,Game10-italy-germany-7,Game10-italy-germany,germany-Game10,101,8,1901,3,0,0
1219,Game4-turkey-france-3,54,"Also, sorry for the weird communication times. I've been in and out since it was a super busy day today and actually missed some of your questions. I'd love to share as much info on our neighbors and I've heard from almost everyone",france-Game4,Game4-turkey-france-2,Game4-turkey-france,turkey-Game4,54,3,1901,3,0,1
625,Game4-turkey-russia-76,994,"So, I'm still up for an alliance. I think it would be in both of our best interests, and could be very powerful"" But you need to stop constantly saying shit like""oh we never really worked it out"" or ""oh, I'm sorry it was too close to the adjudication period"", and then completely running over my ideas as soon as I say them. Sure, they weren't 100% ideal, or truthful. But we can talk, and work out the kinks instead of you going on this rant about how bad and unrealistic the plans are.",russia-Game4,Game4-turkey-russia-75,Game4-turkey-russia,turkey-Game4,994,76,1904,6,0,1
1141,Game2-turkey-austria-34,746,Nothing? Whats the plan here? Unfortunate for the two of us that Russia left that fleet in the Black Sea :/,austria-Game2,Game2-turkey-austria-33,Game2-turkey-austria,turkey-Game2,746,34,1902,5,0,1
759,Game1-italy-germany-27,359,I’ll check with England and try to see where his head is at.,italy-Game1,Game1-italy-germany-26,Game1-italy-germany,germany-Game1,359,27,1902,4,-1,0
989,Game11-austria-france-24,1120,"Ok, I didn't think Germany would betray me but they did. No matter what situation your in, we have to all start working together to stop Germany or they will win.",france-Game11,Game11-austria-france-23,Game11-austria-france,austria-Game11,1120,24,1905,8,2,1
126,Game2-turkey-france-15,807,"If Austria does, then he won't be able to finish me off",turkey-Game2,Game2-turkey-france-14,Game2-turkey-france,france-Game2,807,15,1902,5,0,0
323,Game5-turkey-france-12,398,I'm not quite sure what to say at this point. We all don't want the other 2 to win.,turkey-Game5,Game5-turkey-france-11,Game5-turkey-france,france-Game5,398,12,1908,10,-2,0
1545,Game4-turkey-france-65,1327,"I think the point where I stop making any progress is coming up very soon, so I'd love to start talking about ways this plays out to a draw",france-Game4,Game4-turkey-france-64,Game4-turkey-france,turkey-Game4,1327,65,1906,12,6,1
1241,Game3-england-russia-16,355,Wish you had mentioned something if you were going to be uncomfortable with it. My spring moves were regular old classic as well,england-Game3,Game3-england-russia-15,Game3-england-russia,russia-Game3,355,16,1901,5,0,0
592,Game3-england-italy-147,1177,"Don’t you lol my dreams! ^^

ANYway. I meant that I don’t feel I’d have made the same decision (rightly or wrongly), but that I understand why you did. So no stress.",italy-Game3,Game3-england-italy-146,Game3-england-italy,england-Game3,1177,147,1904,6,0,0
410,Game1-italy-germany-297,2257,"And if I’m totally honest with you, I could solo this game if I felt like lying to everyone and grabbing dots. I think I’ve got you all beat tactically. I just have more experience. But that’s not been my intent.",italy-Game1,Game1-italy-germany-296,Game1-italy-germany,germany-Game1,2257,297,1907,10,3,1
814,Game3-england-germany-60,521,"Also how do you not know what demilitarization of an area means? Lol
You fairly new at the game or from another planet hehe?",england-Game3,Game3-england-germany-59,Game3-england-germany,germany-Game3,521,60,1902,5,0,0
271,Game4-turkey-russia-35,635,I'll support you into bud,turkey-Game4,Game4-turkey-russia-34,Game4-turkey-russia,russia-Game4,635,35,1902,5,0,1
1317,Game3-england-germany-314,1397,*last season,germany-Game3,Game3-england-germany-313,Game3-england-germany,england-Game3,1397,314,1905,7,1,0
209,Game4-england-germany-74,499,Alright sounds good,germany-Game4,Game4-england-germany-73,Game4-england-germany,england-Game4,499,74,1902,5,1,1
1472,Game3-england-germany-174,963,"Oh cool, sounds good!",germany-Game3,Game3-england-germany-173,Game3-england-germany,england-Game3,963,174,1904,5,-1,0
821,Game2-austria-italy-531,2340,Mhmmm so I was thinking piedmont to bolster my army in Marseilles against Germany pressure,italy-Game2,Game2-austria-italy-530,Game2-austria-italy,austria-Game2,2340,531,1905,6,-2,0
1204,Game4-france-russia-1,62,"Hi France! I completely agree with you - Russia and France really are great allies. For now we might not have to much to do with eachother, but I would love to have an alliance with you! How is it looking in the north? Are you thinking of teaming up with England or germany? I would recommend england as an ally, as I have heard rumours of germany trying to takey you out. Looking forwards to a great game!

-Russia",russia-Game4,Game4-france-russia-0,Game4-france-russia,france-Game4,62,1,1901,4,1,1
1547,Game12-turkey-russia-283,725,This couldn’t have gone much better for us!,russia-Game12,Game12-turkey-russia-282,Game12-turkey-russia,turkey-Game12,725,283,1905,10,2,0
1334,Game4-england-france-89,599,What's up?,england-Game4,Game4-england-france-88,Game4-england-france,france-Game4,599,89,1902,4,-2,0
990,Game1-italy-germany-56,954,"Thanks, I'll work on these. 
...Why didn't you scooch into the Aegean behind Austria? You could have defended or even held Bulgaria this turn?",germany-Game1,Game1-italy-germany-55,Game1-italy-germany,italy-Game1,954,56,1904,4,-2,0
742,Game4-germany-france-42,443,Alright I'll think about the move set and get back to you in the morning,germany-Game4,Game4-germany-france-41,Game4-germany-france,france-Game4,443,42,1902,5,-1,1
1544,Game12-austria-italy-2,134,"I'd personally rather you didn't, because a play around Munich is also a play around Trieste and Vienna. I've heard that there's some rancor over in the West and you might be able to profit from a mobbed France if you went that way.",austria-Game12,Game12-austria-italy-1,Game12-austria-italy,italy-Game12,134,2,1901,3,0,1
1471,Game1-italy-france-120,1529,"Well, that would be amazing for me. So, this is exactly the sort of creative arrangement I was talking about earlier. 

MAO - Channel
WES - MAO
Mar - Bur
Pie - Mar
LYO S Pie - Mar",italy-Game1,Game1-italy-france-119,Game1-italy-france,france-Game1,1529,120,1906,8,4,1
1529,Game2-england-austria-94,2674,Yes,england-Game2,Game2-england-austria-93,Game2-england-austria,austria-Game2,2674,94,1905,6,-2,1
251,Game6-england-france-50,428,Ok,england-Game6,Game6-england-france-49,Game6-england-france,france-Game6,428,50,1906,6,-5,1
1542,Game2-austria-italy-234,792,I assume you’re going full court press on turkey?,italy-Game2,Game2-austria-italy-233,Game2-austria-italy,austria-Game2,792,234,1902,4,-1,0
633,Game5-england-russia-12,179,"That's sounds ok to me, though I honestly think we have more than enough naval presence already, and a land attack from Warsaw/Moscow could be promising",england-Game5,Game5-england-russia-11,Game5-england-russia,russia-Game5,179,12,1901,5,-1,0
336,Game1-england-italy-261,1787,"Also, I need to decide to work with Russia or Austria in the East. What’s your preference?",italy-Game1,Game1-england-italy-260,Game1-england-italy,england-Game1,1787,261,1907,10,5,1
751,Game4-turkey-russia-71,989,"Well... that was harsh. Let me just put a few things straight. Me and Italy is not a thing. I communicated with them the first year about a potential mid game alliance, as I didn't want to be the only one fighting you and Austria. But if you look at their moves, we haven't really done any work together. We haven't even communicated in years. If you look at what they have done so far, you'll see that they are a.) a very bad player or/and b.) are not at all committed to the game. They have basically communicated with nobody, haven't really attacked anyone, and had a good amount of invalid orders. At this point it doesn't make any sense for me to communicate with Italy, since they are a bad player and are going downhill fast. An alliance with you would be much better.",russia-Game4,Game4-turkey-russia-70,Game4-turkey-russia,turkey-Game4,989,71,1904,6,0,1
324,Game5-germany-russia-1,84,"I do, but I'm curious as to what you'd suggest.",germany-Game5,Game5-germany-russia-0,Game5-germany-russia,russia-Game5,84,1,1901,3,-1,1
1249,Game11-germany-france-100,1026,Would you be ok with me building army in paris? I would send it over to the south east prob,france-Game11,Game11-germany-france-99,Game11-germany-france,germany-Game11,1026,100,1904,8,-1,0
1111,Game1-england-germany-440,2043,"I am. And it stays between us, of course.",germany-Game1,Game1-england-germany-439,Game1-england-germany,england-Game1,2043,440,1907,7,2,0
1307,Game11-turkey-austria-263,1375,I’m supporting myself to hold. I ask that you play defense.,turkey-Game11,Game11-turkey-austria-262,Game11-turkey-austria,austria-Game11,1375,263,1909,6,3,0
626,Game4-england-germany-66,454,Alright. Understood,germany-Game4,Game4-england-germany-65,Game4-england-germany,england-Game4,454,66,1902,5,1,1
200,Game4-england-france-96,607,Other option if you want to be safe is we can bounce in the English Channel,france-Game4,Game4-england-france-95,Game4-england-france,england-Game4,607,96,1902,6,2,0
1286,Game5-turkey-austria-0,6,"Hello Turkey. We share natural enemies in Russia and Italy, so I'm interested in a partnership between the two of us.",austria-Game5,,Game5-turkey-austria,turkey-Game5,6,0,1901,3,0,1
91,Game9-france-russia-18,117,"Alright, they probably spoke to you in the same window of time that they did to me. Did you talk about which of you gets Belgium?",russia-Game9,Game9-france-russia-17,Game9-france-russia,france-Game9,117,18,1901,4,1,0
187,Game1-england-germany-24,240,Your holland fleet supports Nth to Bel and I stay out of Denmark this turn.,england-Game1,Game1-england-germany-23,Game1-england-germany,germany-Game1,240,24,1901,3,0,0
882,Game4-france-russia-271,1308,"I agree- betraying at this point would be short-sighted. In many ways, you are better positioned to stab me than I am to stab you since I have so many units tied up in Italy, Austria, and Turkey.",france-Game4,Game4-france-russia-270,Game4-france-russia,russia-Game4,1308,271,1906,12,3,1
1117,Game12-turkey-austria-17,392,"And we work to split Italy between the two of us, right?  Tri/Rom for you, Nap/Tun for me?",turkey-Game12,Game12-turkey-austria-16,Game12-turkey-austria,austria-Game12,392,17,1902,5,0,1
1590,Game6-turkey-france-30,419,"Oh, come on turkey. You know there isn’t any way your going to eliminate me before 1910, and I’m clearly not going for the solo",france-Game6,Game6-turkey-france-29,Game6-turkey-france,turkey-Game6,419,30,1906,11,3,1
411,Game7-turkey-england-10,720,And you two couldn't agree on anything?,turkey-Game7,Game7-turkey-england-9,Game7-turkey-england,england-Game7,720,10,1903,5,0,0
66,Game5-austria-russia-3,55,Turkey hasn't said anything to me just yet,austria-Game5,Game5-austria-russia-2,Game5-austria-russia,russia-Game5,55,3,1901,3,-1,0
544,Game1-italy-germany-243,2021,"I don’t have a deal regarding Munich, Germany. Frankly, I thought you would be a bit more joyful towards me. By attacking England, I have committed completely to working as your partner.",italy-Game1,Game1-italy-germany-242,Game1-italy-germany,germany-Game1,2021,243,1907,10,3,1
